u0	0.0952533
u1	0.095251
u2	0.0952444
u3	0.0952254
u4	0.0951828
u5	0.0951044
u6	0.0949754
u7	0.0947805
u8	0.0945021
u9	0.0941221
u10	0.0936205
u11	0.0929768
u12	0.0921688
u13	0.0911741
u14	0.0899684
u15	0.0885273
u16	0.0868249
u17	0.0848348
u18	0.0825294
u19	0.0798807
u20	0.0768596
u21	0.0734363
u22	0.0695804
u23	0.0652605
u24	0.0604446
u25	0.0551001
u26	0.0491936
u27	0.0426911
u28	0.0355578
u29	0.0277583
u30	0.0192567
u31	0.0100163
u32	0
